item_id,item_description,item_long_description,preferred_supplier_id,status_type_code_id,status_item_code_id,created_by,created_date,modified_by,modified_date
2000099,"1137 2""X108' ADS COUPLING TAPE",,1000002,,1002,,,,
2000100,"12"" PVC/ABS LENOX HAND SAW",,1000002,,1002,,,101,1/3/2005
2000101,"12"" PVC/ABS LENOX BLADE ONLY",,1000002,,1002,,,101,1/3/2005
2000102,12-2 AWM 500' LIGHTING CABLE,,1000002,,1002,,,101,1/3/2005
2000103,12F R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000104,12H R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000105,12OZ BLK PURIFALLS FOAM SEALNT,,1000002,,1002,,,,
2000106,12Q  R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000107,12STD T-TOP AMETEK BOX-COMPL,,1000002,,1002,,,101,1/3/2005
2000108,12VAN R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/3/2005
2000109,130900 PG HU RED NOZZLE TREE,,1000002,,1002,,,101,1/3/2005
2000110,14/1 500' WHT UF IRR CONT WIRE,,1000002,,1002,,,,
2000111,1525-DB N/S ACE DB CONN (2/PK),,1000002,,1002,,,,
2000112,1538-DB N/S DUAL ACE CONN 2/PK,,1000002,,1002,,,,
2000113,15H R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/3/2005
2000114,15JSD 115WP SJ SGL FL SW,This is the one to use with the CIM series and other oil filled sump pumps.  ,1000002,,1002,,,101,1/3/2005
2000115,15PMD 115/230WOP SJ SGL FL SW,,1000002,,1002,,,101,1/3/2005
2000116,15PMU 115WP SJ SGL FL SW,,1000002,,1002,,,101,1/3/2005
2000117,15PMU 115/230WOP SJ SGL FL SW,,1000002,,1002,,,101,1/3/2005
2000118,15Q R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/4/2005
2000119,15SST 4X30' R/B SIDE STRIP NOZ,,1000002,,1002,,,,
2000120,15VAN R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/4/2005
2000121,15'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000122,"17X30X18"" AMETEK VAL BOX-COMP",,1000002,,1002,,,101,1/4/2005
2000123,"18"" PVC/ABS LENOX BLADE ONLY",,1000002,,1002,,,101,1/4/2005
2000124,18/1 500' GRN UF IRR CONT WIRE,,1000002,,1002,,,,
2000125,18/13 250' UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000126,18/5 250' UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000127,18/6 250' BP UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000128,18/7  250' BP UF IRR CONT WIRE,,1000002,,1002,,,,
2000129,18/9 500' UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000130,18/9 250' BP UF IRR CONT WIRE,,1000002,,1002,,,101,1/4/2005
2000131,1800-RETRO R/B 1800 RETROKIT,,1000002,,1002,,,101,1/4/2005
2000132,1804 4 R/B PLS POP-UP BODY,,1000002,,1002,,,101,1/4/2005
2000133,1806 6 R/B PLS POP-UP BODY,,1000002,,1002,,,101,1/4/2005
2000134,18-2 AWM 100' N/S TREE CABLE,,1000002,,1002,,,101,1/4/2005
2000135,18-2 AWM 250' N/S TREE CABLE,,1000002,,1002,,,101,1/4/2005
2000136,18VAN  R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/4/2005
2000137,"1X1/2"" SXSXF S40 TEE",,1000002,,1002,,,101,1/4/2005
2000138,"1X1/2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000139,"1X1-1/4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,,
2000140,"1X18"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/4/2005
2000141,"1X24"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/4/2005
2000142,"1X3/4"" SXSXF S40 TEE",,1000002,,1002,,,101,1/4/2005
2000143,"1X3/4"" MIPXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000144,"1X3/4"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000145,"1X3/4"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000146,"1X6"" SCH 80 PVC NIPPLE",,1000002,,1002,,,101,1/4/2005
2000147,"2"" FLEX PVC PIPE",,1000002,,1002,,,101,1/4/2005
2000148,"2"" SXSXS S40 TEE",,1000002,,1002,,,101,1/4/2005
2000149,"2"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/4/2005
2000150,"2"" CI/PXCI/P FLEX CPLG",,1000002,,1002,,,101,1/4/2005
2000151,"2"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,1/4/2005
2000152,"2"" MIPT SCH 40 PVC PLUG",,1000002,,1002,,,101,1/4/2005
2000153,"2"" SLIP PVC SWING CHECK",,1000002,,1002,,,101,1/4/2005
2000154,"2"" SXS SCH 40 PVC UNION",,1000002,,1002,,,101,1/4/2005
2000155,"2"" CHECKMATE COMBO VALVE",,1000002,,1002,,,101,1/4/2005
2000156,"2"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/4/2005
2000157,"2"" SXS SCH 40 PVC 45-ELL",,1000002,,1002,,,101,1/4/2005
2000158,"2"" SXS S40 PVC BALL VALVE",,1000002,,1002,,,101,1/4/2005
2000159,"2"" SXS S80 PVC BALL VALVE",,1000002,,1002,,,101,1/4/2005
2000160,"2"" SXS SCH 40 PVC COUPLING",,1000002,,1002,,,101,1/4/2005
2000161,"2""X8' ACQ TREATED TREE STAKE",,1000002,,1002,,,101,1/4/2005
2000162,20'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000163,"25""X100' ADS FILTER FABRIC",,1000002,,1002,,,101,1/4/2005
2000164,25LB PURIFALLS CERAMIC FLT MED,,1000002,,1002,,,,
2000165,25LB SUNSATIONAL 3-WAY RYE MIX,,1000002,,1002,,,,
2000166,"2X1-1/2"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000167,"2X1-1/2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000168,"2X1-1/4"" SPGXF S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000169,"2X1-1/4"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/4/2005
2000170,2X2X6 TREE STAKE,,1000002,,1002,,,101,1/4/2005
2000171,"2X3/4"" SXSXF S40 TEE",,1000002,,1002,,,101,1/4/2005
2000172,"2X3X3"" PVC/DWV DOWN SPOUT ADPT",,1000002,,1002,,,,
2000173,3 CI/PXCI/P FLEX CPLG,,1000002,,1002,,,101,1/5/2005
2000174,"3"" FLEX PVC PIPE",,1000002,,1002,,,101,1/10/2005
2000175,"3"" ADSXSL FLEX CPLG",,1000002,,1002,,,101,1/9/2005
2000176,"3"" HXHXH PVC/DWV TEE",,1000002,,1002,,,101,1/9/2005
2000177,"3"" HXH PVC/DWV 45-ELL",,1000002,,1002,,,101,1/9/2005
2000178,"3"" HXH PVC/DWV 90-ELL",,1000002,,1002,,,101,1/9/2005
2000179,"3"" HXH PVC/DWV COUPLING",,1000002,,1002,,,101,1/9/2005
2000180,"3"" SLIP PVC SWING CHECK",,1000002,,1002,,,101,1/9/2005
2000181,"3"" HXH PVC/DWV LT 90-ELL",,1000002,,1002,,,101,1/9/2005
2000182,"3"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/9/2005
2000183,"3"" HXH DRAIN LINE COUPLING",,1000002,,1002,,,101,1/9/2005
2000184,"3"" 12STD AMETEK PLS VAL BOX EXT",,1000002,,1002,,,101,1/9/2005
2000185,"3""X100' DBL SIDED PND LNR TAPE",,1000002,,1002,,,,
2000186,"3""X20' PVC/DWV COEXL PIPE",,1000002,,1002,,,101,1/9/2005
2000187,"3""X20' PERF PVC/DWV COEXL PIPE",,1000002,,1002,,,,
2000188,"3/4"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,12/10/2005
2000189,"3/4"" SXSXS S40 TEE",,1000002,,1002,,,101,1/10/2005
2000190,"3/4"" IXM POLY MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000191,"3/4"" SXF S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000192,"3/4"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000193,"3/4"" CL 200 S/W PVC PIPE",,1000002,,1002,,,101,1/10/2005
2000194,"3/4"" SLIP SCH 40 PVC CAP",,1000002,,1002,,,101,1/10/2005
2000195,"3/4"" T&C GALVANIZED PIPE",,1000002,,1002,,,101,1/10/2005
2000196,"3/4"" SXF S40 PVC FEM ADPT",,1000002,,1002,,,101,1/10/2005
2000197,"3/4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000198,"3/4"" SXS SCH 40 PVC 45-ELL",,1000002,,1002,,,101,1/10/2005
2000199,"3/4"" SXS S80 PVC BALL VALVE",,1000002,,1002,,,101,1/10/2005
2000200,"3/4"" BRASS NO KINK HOSE BIBB",,1000002,,1002,,,101,1/10/2005
2000201,"3/4"" BRS LA MAN STRAIGHT VAL",,1000002,,1002,,,101,1/10/2005
2000202,"3/4"" MIPTXF MARLEX 90 ST-ELL",,1000002,,1002,,,101,1/10/2005
2000203,"3/4"" SXS SCH 40 PVC COUPLING",,1000002,,1002,,,101,1/10/2005
2000204,"3/4"" MIPTXF S40 PVC 90 ST-ELL",,1000002,,1002,,,101,1/10/2005
2000205,"3/4"" SXS SCH 40 NESTED COUPLING",,1000002,,1002,,,101,1/10/2005
2000206,"3/4""X520"" TEFLON TAPE",,1000002,,1002,,,101,1/10/2005
2000207,"3/4X1"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000208,"3/4X1/2"" SXSXF S40 TEE",,1000002,,1002,,,101,1/10/2005
2000209,"3/4X1/2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/10/2005
2000210,"3/4X1/2"" SXF S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000211,"3/4X1/2"" SXS S40 PVC 90-ELL",,1000002,,1002,,,101,1/10/2005
2000212,"3/4X36""      SCH 80 PVC NIPPLE",,1000002,,1002,,,,
2000213,3/4X60' 1700 TEMFLEX ELEC TAPE,,1000002,,1002,,,,
2000214,3/4XCLS SCH 80 PVC NIPPLE,,1000002,,1002,,,101,1/10/2005
2000215,"30"" NETTED BIO BAG",,1000002,,1002,,,101,1/10/2005
2000216,30'X45MIL EPDM FIRESTONE LINER,,1000002,,1002,,,,
2000217,"312 3"" ADS SNAP COUPLING",,1000002,,1002,,,101,1/10/2005
2000218,"332 3"" ADS SNAP END CAP",,1000002,,1002,,,101,1/10/2005
2000219,"3504-PC 1/2"" R/B POP-UP ROTOR",,1000002,,1002,,,101,1/10/2005
2000220,"390 3"" ADS SNAP 90-ELL",,1000002,,1002,,,101,1/10/2005
2000221,3X100' 3.5 OZ DRAINAGE FABRIC,,1000002,,1002,,,101,1/10/2005
2000222,"3X2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/10/2005
2000223,"3X2"" CI/PXCI/P FLEX CPLG",,1000002,,1002,,,101,1/10/2005
2000224,4 IN ONE SCREW DRIVER,,1000002,,1002,,,101,1/10/2005
2000225,"4"" ADSXSL FLEX CPLG",,1000002,,1002,,,101,1/10/2005
2000226,"4"" HXHXH PVC/DWV TEE",,1000002,,1002,,,101,1/10/2005
2000227,"4"" HXH PVC/DWV 90-ELL",,1000002,,1002,,,101,1/10/2005
2000228,"4"" CI/PXCI/P FLEX CPLG",,1000002,,1002,,,101,1/10/2005
2000229,"4"" SCH 40 S/W PVC PIPE",,1000002,,1002,,,101,1/10/2005
2000230,"4"" HXH PVC/DWV COUPLING",,1000002,,1002,,,101,1/10/2005
2000231,"4"" SLIP PVC SWING CHECK",,1000002,,1002,,,101,1/10/2005
2000232,"4"" 200# BRASS GATE VALVE",,1000002,,1002,,,101,1/10/2005
2000233,"4"" MXS S40 PVC MALE ADPT",,1000002,,1002,,,101,1/10/2005
2000234,"4"" ORG FBGLS KEN TRENCH SHOVEL",,1000002,,1002,,,,
2000235,"4""X10' F-810 SOLID DRAIN PIPE",,1000002,,1002,,,101,1/10/2005
2000236,"4""X20' PVC/DWV COEXL PIPE",,1000002,,1002,,,101,1/10/2005
2000237,"4""X20' PERF PVC/DWV COEXL PIPE",,1000002,,1002,,,,
2000238,40-562 BLU KING WIRE CONN-SNGL,,1000002,,1002,,,,
2000239,4X13' SDR35 PVC SEWER PIPE,,1000002,,1002,,,101,1/10/2005
2000240,"4X2"" SPGXS S40 PVC BUSH",,1000002,,1002,,,101,1/10/2005
2000241,50 LB SUNSATIONAL LAWN BLEND,,1000002,,1002,,,101,1/10/2005
2000242,5004-FC R/B POP-UP ROTOR,,1000002,,1002,,,101,1/10/2005
2000243,5004-PC R/B POP-UP ROTOR,,1000002,,1002,,,101,1/10/2005
2000244,50LB CALPRIL LIME PH AMENDMENT,,1000002,,1002,,,,
2000245,50LB SUNSATIONAL 3-WAY RYE MIX,,1000002,,1002,,,,
2000246,6' RAINBIRD PIGTAIL,,1000002,,1002,,,101,1/10/2005
2000247,6 FOOT CONTROLLER ANGLE CORD,,1000002,,1002,,,101,1/10/2005
2000248,"6"" RD AMETEK PLS VAL BOX-COMPL",,1000002,,1002,,,,
2000249,"6"" 12STD AMETEK PLS VAL BOX EXT",,1000002,,1002,,,101,1/10/2005
2000250,"2"" NOR PP BULKHD FTG",,1000002,,1002,,,101,1/10/2005
2000251,"3"" NOR BULKHEAD FITTING",,1000002,,1002,,,101,1/10/2005
2000252,1/2X3/4 CXMIPT PEPCO MA,,1000002,,1002,,,101,1/10/2005
2000253,6X100' 3.5 OZ DRAINAGE FABRIC,,1000002,,1002,,,101,1/10/2005
2000254,"700-CF-1  R/B 1/2"" COMP ADAPT",,1000002,,1002,,,101,1/10/2005
2000255,"700-CF-2 R/B 1/2"" COMP TEE",,1000002,,1002,,,101,1/10/2005
2000256,"700-CF-21 1/2""C R/B FLUSH CAP",,1000002,,1002,,,101,1/10/2005
2000257,"700-CF-3 1/2"" CXC R/B 90 ELL",,1000002,,1002,,,101,1/10/2005
2000258,"700-CF-4 1/2"" CXC R/B COUP",,1000002,,1002,,,101,1/10/2005
2000259,70-566 TAN KING WIRE CONN-SNGL,,1000002,,1002,,,,
2000260,721 QUART BLUE PVC CEMENT,,1000002,,1002,,,101,1/10/2005
2000261,721 1/2 PT BLUE PVC CEMENT,,1000002,,1002,,,101,1/10/2005
2000262,725 PINT WET R DRY CEMENT,,1000002,,1002,,,101,1/10/2005
2000263,725 QUART WET R DRY CEMENT,,1000002,,1002,,,101,1/10/2005
2000264,839BB XL BLU/BLK RAIN JACKET,,1000002,,1002,,,101,1/10/2005
2000265,839PZ XL BLACK RAIN PANT,,1000002,,1002,,,101,1/10/2005
2000266,8E-CIM 1/3H 115V L/G PUMP,,1000002,,1002,,,101,1/10/2005
2000267,8F R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/10/2005
2000268,8H R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/10/2005
2000269,8Q R/B PLS SPRAY NOZZLE,,1000002,,1002,,,101,1/10/2005
2000270,8VAN R/B ADJ PLS NOZZLE,,1000002,,1002,,,101,1/10/2005
2000271,9 VOLT ALKALINE BATTERY,,1000002,,1002,,,101,1/10/2005
2000272,"950XLT-BV-SHFT-1""",,1000002,,1002,,,101,8/6/2005
2000273,"950XLT-BV-SHFT-3/4""  WIL DBL CK",,1000002,,1002,,,101,12/10/2005
2000274,9SST 9X18' R/B SIDE STRIP NOZ,,1000002,,1002,,,101,1/10/2005
2000275,AD-1309-7-97 20W N/S INFINITY,,1000002,,1002,,,101,1/10/2005
2000276,ADVANTAGE PUMP APSV-1.5-230   ,,1000002,,1002,,,,
2000277,ADVANTAGE PUMP APSV-2-230 2HP ,,1000002,,1002,,,,
2000278,ADVANTAGE PUMP APSV-6400 1/3HP,,1000002,,1002,,,,
2000279,ALGAEFIX64 COLD H2O ALGAE KILL,,1000002,,1002,,,,
2000280,AS24 FLO-WELL POLY DRYWELL,,1000002,,1002,,,101,1/10/2005
2000281,BAG24X36 PURIFALLS DS MESH BAG,,1000002,,1002,,,,
2000282,"BF-1 1/4"" R/B BARB CONNECTOR",,1000002,,1002,,,101,1/10/2005
2000283,"BF-3 1/4"" R/B BARB TEE",,1000002,,1002,,,101,1/10/2005
2000284,BLUE 100/BDL FLAG STAKES,,1000002,,1002,,,101,1/10/2005
2000285,"CSV1Z 1"" THD CYCLE STOP VAL",,1000002,,1002,,,101,1/10/2005
2000286,"DBC-025 1/4"" R/B BUG CAP",,1000002,,1002,,,101,1/10/2005
2000287,DL4600 1/10HP PURI CE PUMP,,1000002,,1002,,,101,1/10/2005
2000288,"DT-025-1000 R/B 1/4"" DIST TUBE",,1000002,,1002,,,,
2000289,"DT-025-50 R/B 1/4"" DIST TUBE",,1000002,,1002,,,101,1/10/2005
2000290,EMA-GP R/B TUBING GOOF PLUG,,1000002,,1002,,,101,1/10/2005
2000291,ESP-12LX+ R/B PC O/D HYB CONT,,1000002,,1002,,,101,1/10/2005
2000292,ESP-12LXI+ R/B PC I/D HYB CONT,,1000002,,1002,,,,
2000293,ESP-4SI R/B SLIMLINE I/D CONTR,,1000002,,1002,,,,
2000294,ESP-6SI R/B SLIMLINE I/D CONTR,,1000002,,1002,,,,
2000295,ESP-8SI R/B SLIMLINE I/D CONTR,,1000002,,1002,,,,
2000296,FB-40-PW L/G WGP FILTER BOX,,1000002,,1002,,,101,1/10/2005
2000297,FL ORANGE 100/BDL FLAG STAKES,,1000002,,1002,,,101,1/10/2005
2000298,FREIGHT IN                    ,,1000002,,1002,,,,
2000299,GU-0508 N/S STL WALLITER,,1000002,,1002,,,101,1/10/2005
2000300,GU-0703-1 N/S STL MINI LOCATOR,,1000002,,1002,,,,
2000301,H3O-1000SS-AP N/S PC&TMR TRANS,,1000002,,1002,,,,
2000302,H3O-500SS-AP N/S PC&TMR TRANS,,1000002,,1002,,,101,1/10/2005
2000303,"JUMBO 6""AMETEK PLS VAL BOX EXT",,1000002,,1002,,,,
2000304,JUMBO AMETEK PLS VAL BOX-COMPL,,1000002,,1002,,,,
2000305,LBOPWG L/G LEAF BASKET,,1000002,,1002,,,101,1/10/2005
2000306,LO2012 N/S QTZ HALO MR16 LAMP,,1000002,,1002,,,101,1/10/2005
2000307,LO2036 N/S QTZ HALO MR16 LAMP,,1000002,,1002,,,101,1/10/2005
2000308,LO25WFL N/S PAR36 SC TERM LAMP,,1000002,,1002,,,,
2000309,LO3520  N/S QTZ HALO MR16 LAMP,,1000002,,1002,,,,
2000310,LO4414 N/S PAR36 SCR TERM LAMP,,1000002,,1002,,,,
2000311,LO93 N/S SGL CONTACT BAYONET,,1000002,,1002,,,101,1/10/2005
2000312,LONGGUN SEYM PAINT APPLICATOR,,1000002,,1002,,,101,1/10/2005
2000313,LO-Q20 2-PIN N/S QTZ HALO LAMP,,1000002,,1002,,,,
2000314,LSL-6-100 PEPCO LASER S-TUBE,,1000002,,1002,,,101,1/10/2005
2000315,MAT1200 PS901-1200 REP MAT   ,,1000002,,1002,,,101,1/10/2005
2000316,MAT24 PF24 REPLACEMENT MAT,,1000002,,1002,,,101,1/10/2005
2000317,MAT701/900 REPLACEMENT FLT MAT,,1000002,,1002,,,,
2000318,NET701/900 REPLCMNT DEBRIS NET,,1000002,,1002,,,,
2000319,ORANGE 100/BDL FLAG STAKES,,1000002,,1002,,,101,1/10/2005
2000320,P-75 PINT WET R DRY PRIMER,,1000002,,1002,,,101,1/10/2005
2000321,"PFR-12 R/B 12"" RISER",,1000002,,1002,,,101,1/10/2005
